"","nome_jogo","nota_jogo","link_jogo","ano_jogo","genero_jogo","link_avaliacao","avaliacao_jogo","diretor_jogo"
"514","Shin Megami Tensei","6.6","https://www.imdb.com/title/tt7379716/?ref_=adv_li_tt",1992,"
Action, Adventure, Family","https://www.imdb.com/title/tt7379716/ratings/?ref_=tt_ov_rt","3|3|1|9|7|3|1|0|0|11","Yosuke Niino
"
"515","The Devil Inside","5.8","https://www.imdb.com/title/tt0284036/?ref_=adv_li_tt",2000,"
Adventure, Horror","https://www.imdb.com/title/tt0284036/ratings/?ref_=tt_ov_rt","1|1|3|6|5|6|2|2|1|3","Hubert Chardot
"
"516","The Glass Staircase","6.6","https://www.imdb.com/title/tt13640328/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt13640328/ratings/?ref_=tt_ov_rt","1|2|1|2|0|0|0|0|1|3","Benedetto Cocuzza
"
"517","The Outbreak","7.1","https://www.imdb.com/title/tt1310507/?ref_=adv_li_tt",2008,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt1310507/ratings/?ref_=tt_ov_rt","9|2|10|8|8|5|2|2|0|2","Chris Lund
"
"518","Bloodwings: Pumpkinhead's Revenge","5","https://www.imdb.com/title/tt0182839/?ref_=adv_li_tt",1995,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0182839/ratings/?ref_=tt_ov_rt","16|3|1|2|4|5|3|3|6|24","Britton Jackson
| Jed Weintrob
"
"519","Spawn: The Eternal","5.1","https://www.imdb.com/title/tt4686074/?ref_=adv_li_tt",1997,"
Action, Adventure, Drama","https://www.imdb.com/title/tt4686074/ratings/?ref_=tt_ov_rt","8|5|4|3|9|8|3|8|7|9",NA
"520","Todd McFarlane's Spawn: The Video Game","6.3","https://www.imdb.com/title/tt4687124/?ref_=adv_li_tt",1995,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4687124/ratings/?ref_=tt_ov_rt","4|0|0|3|6|5|0|0|1|1",NA
"521","Tsukihime","7.7","https://www.imdb.com/title/tt1141742/?ref_=adv_li_tt",2000,"
Action, Adventure, Crime","https://www.imdb.com/title/tt1141742/ratings/?ref_=tt_ov_rt","19|9|12|19|7|2|4|3|1|6",NA
"522","Debiru samanaa: Kuzunoha Raidou tai Chôriki Heidan","8.2","https://www.imdb.com/title/tt1129933/?ref_=adv_li_tt",2006,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1129933/ratings/?ref_=tt_ov_rt","46|5|14|4|5|2|0|3|0|8","Kazuyuki Yamai
| Nobutoshi Kojima
| Hirotaka Naitou
"
"523","Yume Nikki","6.6","https://www.imdb.com/title/tt8190922/?ref_=adv_li_tt",2018,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt8190922/ratings/?ref_=tt_ov_rt","4|0|3|1|4|0|1|2|0|1","Sergio Matta
"
"524","Shadow Man Remastered","7.3","https://www.imdb.com/title/tt12511616/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12511616/ratings/?ref_=tt_ov_rt","3|2|3|0|1|0|0|0|0|2",NA
"525","Grabbed by the Ghoulies","7.2","https://www.imdb.com/title/tt0402221/?ref_=adv_li_tt",2003,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0402221/ratings/?ref_=tt_ov_rt","15|3|33|20|7|5|7|1|2|1",NA
"526","Charlaine Harris: Dying for Daylight",NA,"https://www.imdb.com/title/tt4178520/?ref_=adv_li_tt",2012,"
Adventure, Comedy, Fantasy","https://www.imdb.com/title/tt4178520/ratings/?ref_=tt_ov_rt",NA,"Jane Jensen
"
"527","Spooky's Jump Scare Mansion: HD Renovation",NA,"https://www.imdb.com/title/tt16452540/?ref_=adv_li_tt",2017,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt16452540/ratings/?ref_=tt_ov_rt",NA,"Travis Rupp-Greene
"
"528","Gregory Horror Show","8.1","https://www.imdb.com/title/tt2187432/?ref_=adv_li_tt",2003,"
Adventure, Horror","https://www.imdb.com/title/tt2187432/ratings/?ref_=tt_ov_rt","11|0|3|2|1|2|1|1|1|0","Eiro Shirahama
"
"529","Death Wish",NA,"https://www.imdb.com/title/tt15613022/?ref_=adv_li_tt",2011,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15613022/ratings/?ref_=tt_ov_rt",NA,"Dustin Twilley
"
"530","Separate Ways","8.5","https://www.imdb.com/title/tt13037440/?ref_=adv_li_tt",2005,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13037440/ratings/?ref_=tt_ov_rt","12|8|15|6|1|0|1|0|0|0","Kuniomi Matsushita
"
"531","Dark Souls II: Crown of the Sunken King","7.5","https://www.imdb.com/title/tt12708794/?ref_=adv_li_tt",2014,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12708794/ratings/?ref_=tt_ov_rt","16|9|24|27|7|3|2|0|2|3","Yui Tanimura
"
"532","Onechanbara: Bikini Zombie Slayers","6.4","https://www.imdb.com/title/tt1740685/?ref_=adv_li_tt",2009,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1740685/ratings/?ref_=tt_ov_rt","3|1|2|7|3|1|3|1|0|0","Kazuya Sasahara
"
"533","Waxworks","7.2","https://www.imdb.com/title/tt0453566/?ref_=adv_li_tt",1992,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0453566/ratings/?ref_=tt_ov_rt","4|2|4|11|7|1|1|1|0|1","Alan Bridgman
| Mike Woodroffe
| Simon Woodroffe
"
"534","Painkiller: Overdose","6","https://www.imdb.com/title/tt2130158/?ref_=adv_li_tt",2007,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2130158/ratings/?ref_=tt_ov_rt","4|1|10|12|18|12|4|2|3|2",NA
"535","Myth: The Fallen Lords","8.3","https://www.imdb.com/title/tt0413024/?ref_=adv_li_tt",1997,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0413024/ratings/?ref_=tt_ov_rt","41|8|22|7|6|4|4|3|2|7",NA
"536","A Date in the Park",NA,"https://www.imdb.com/title/tt13883678/?ref_=adv_li_tt",2014,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt13883678/ratings/?ref_=tt_ov_rt",NA,"Shaun Aitcheson
"
"537","Monster Dash","7.2","https://www.imdb.com/title/tt14849184/?ref_=adv_li_tt",2011,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt14849184/ratings/?ref_=tt_ov_rt","1|0|2|1|1|1|0|0|1|0",NA
"538","The Missing: J.J. Macfield and the Island of Memories","7.2","https://www.imdb.com/title/tt12306908/?ref_=adv_li_tt",2018,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt12306908/ratings/?ref_=tt_ov_rt","4|4|3|9|3|2|0|0|1|0","Swery
"
"539","Goosebumps Dead of Night","5.8","https://www.imdb.com/title/tt14023146/?ref_=adv_li_tt",2020,"
Adventure, Family, Horror","https://www.imdb.com/title/tt14023146/ratings/?ref_=tt_ov_rt","1|0|0|1|1|0|3|0|0|0",NA
"540","Friday the 13th: Killer Puzzle","5.2","https://www.imdb.com/title/tt7817470/?ref_=adv_li_tt",2018,"
Action, Adventure, Horror","https://www.imdb.com/title/tt7817470/ratings/?ref_=tt_ov_rt","0|1|4|4|9|5|2|3|3|3","Jason Kapalka
"
"541","Alice Mare",NA,"https://www.imdb.com/title/tt13677316/?ref_=adv_li_tt",2016,"
Animation, Adventure, Fantasy","https://www.imdb.com/title/tt13677316/ratings/?ref_=tt_ov_rt",NA,NA
"542","Hrot","7.9","https://www.imdb.com/title/tt14642790/?ref_=adv_li_tt",2021,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14642790/ratings/?ref_=tt_ov_rt","2|2|3|1|0|0|0|0|1|0","Spytihnev
"
"543","Blair Witch Volume 3: The Elly Kedward Tale","6.6","https://www.imdb.com/title/tt0479866/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0479866/ratings/?ref_=tt_ov_rt","10|2|5|6|15|4|2|1|2|6",NA
"544","The Last Door: Season One","8.6","https://www.imdb.com/title/tt6238430/?ref_=adv_li_tt",2013,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt6238430/ratings/?ref_=tt_ov_rt","69|16|7|12|3|5|4|1|1|7","Enrique Cabeza
"
"545","Hunter: The Reckoning Wayward","6.6","https://www.imdb.com/title/tt0445988/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0445988/ratings/?ref_=tt_ov_rt","3|1|4|8|8|3|1|0|1|1",NA
"546","I.Rule",NA,"https://www.imdb.com/title/tt18927788/?ref_=adv_li_tt",2022,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt18927788/ratings/?ref_=tt_ov_rt",NA,"Docter Hummer
"
"547","Jupiter Hell",NA,"https://www.imdb.com/title/tt21110158/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt21110158/ratings/?ref_=tt_ov_rt",NA,"Alek Wasilewski
"
"548","Bear with Me: Episode One","7.6","https://www.imdb.com/title/tt4110254/?ref_=adv_li_tt",2016,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt4110254/ratings/?ref_=tt_ov_rt","15|4|7|8|3|1|1|0|0|3","Andrej Kovacevic
| Hrvoje Maros
"
"549","Underworld: The Eternal War","6","https://www.imdb.com/title/tt2382019/?ref_=adv_li_tt",2004,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2382019/ratings/?ref_=tt_ov_rt","6|1|0|2|9|2|1|2|0|5",NA
"550","Bloodstained: Curse of the Moon","7.3","https://www.imdb.com/title/tt8457914/?ref_=adv_li_tt",2018,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt8457914/ratings/?ref_=tt_ov_rt","6|10|23|32|7|9|0|0|1|1","Hiroki Miyazawa
"
"551","It Came from the Desert","8.1","https://www.imdb.com/title/tt0480411/?ref_=adv_li_tt",1992,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0480411/ratings/?ref_=tt_ov_rt","24|12|24|8|6|0|2|2|0|8","David Riordan
"
"552","The Ring: Terror's Realm","3.4","https://www.imdb.com/title/tt6200000/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt6200000/ratings/?ref_=tt_ov_rt","0|0|1|0|0|0|1|4|1|1","Atsushi Suzuki
"
"553","The Legend of Bum-Bo",NA,"https://www.imdb.com/title/tt14665298/?ref_=adv_li_tt",2019,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14665298/ratings/?ref_=tt_ov_rt",NA,"Edmund McMillen
"
"554","Dracula: Resurrection","7.4","https://www.imdb.com/title/tt0285035/?ref_=adv_li_tt",2000,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0285035/ratings/?ref_=tt_ov_rt","21|3|18|14|10|1|5|1|3|4","Jacques Simian
"
"555","Voodoo Kid",NA,"https://www.imdb.com/title/tt5513274/?ref_=adv_li_tt",1997,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt5513274/ratings/?ref_=tt_ov_rt",NA,NA
"556","Deep Fear","7.7","https://www.imdb.com/title/tt4828626/?ref_=adv_li_tt",1998,"
Action, Adventure, Horror","https://www.imdb.com/title/tt4828626/ratings/?ref_=tt_ov_rt","2|2|2|3|1|1|1|0|0|0","Hiroyuki Maruhama
| Kunihiro Shirahata
"
"557","Demon Turf",NA,"https://www.imdb.com/title/tt19711780/?ref_=adv_li_tt",2021,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt19711780/ratings/?ref_=tt_ov_rt",NA,NA
"558","Stitched",NA,"https://www.imdb.com/title/tt14630542/?ref_=adv_li_tt",2017,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt14630542/ratings/?ref_=tt_ov_rt",NA,NA
"559","Inmost","7.5","https://www.imdb.com/title/tt12964776/?ref_=adv_li_tt",2020,"
Action, Adventure, Horror","https://www.imdb.com/title/tt12964776/ratings/?ref_=tt_ov_rt","3|5|6|8|0|0|0|0|0|2",NA
"560","Dusk '82",NA,"https://www.imdb.com/title/tt16220150/?ref_=adv_li_tt",2021,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt16220150/ratings/?ref_=tt_ov_rt",NA,"David Szymanski
"
"561","Forgive Me Father",NA,"https://www.imdb.com/title/tt19710562/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt19710562/ratings/?ref_=tt_ov_rt",NA,"Kamil Przezdziecki
"
"562","Hylics 2",NA,"https://www.imdb.com/title/tt19844044/?ref_=adv_li_tt",2020,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt19844044/ratings/?ref_=tt_ov_rt",NA,"Mason Lindroth
"
"563","Residentvania",NA,"https://www.imdb.com/title/tt15657806/?ref_=adv_li_tt",2021,"
Action, Adventure, Horror","https://www.imdb.com/title/tt15657806/ratings/?ref_=tt_ov_rt",NA,"Florin Oco
"
"564","Extreme Ghostbusters: Code Ecto-1","8.4","https://www.imdb.com/title/tt0462281/?ref_=adv_li_tt",2002,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt0462281/ratings/?ref_=tt_ov_rt","39|1|5|5|2|4|4|4|0|7","Etienne Jacquemain
| Eric Zmiro
"
"565","Vampire Kyuuketsuki Densetsu",NA,"https://www.imdb.com/title/tt16479124/?ref_=adv_li_tt",1999,"
Action, Horror, Adventure","https://www.imdb.com/title/tt16479124/ratings/?ref_=tt_ov_rt",NA,NA
"566","Teketeke",NA,"https://www.imdb.com/title/tt14636890/?ref_=adv_li_tt",2021,"
Adventure, Horror","https://www.imdb.com/title/tt14636890/ratings/?ref_=tt_ov_rt",NA,NA
"567","Mushroom Kingdom Nightmares: The Remake",NA,"https://www.imdb.com/title/tt23775568/?ref_=adv_li_tt",2022,"
Adventure, Horror","https://www.imdb.com/title/tt23775568/ratings/?ref_=tt_ov_rt",NA,"Luigi Guy
"
"568","Enigmatis 3: The Shadow of Karkhala",NA,"https://www.imdb.com/title/tt8404092/?ref_=adv_li_tt",2016,"
Adventure, Crime, Horror","https://www.imdb.com/title/tt8404092/ratings/?ref_=tt_ov_rt",NA,"Piotr Markowski
"
"569","Through the Woods","6.5","https://www.imdb.com/title/tt6505994/?ref_=adv_li_tt",2016,"
Adventure, Horror","https://www.imdb.com/title/tt6505994/ratings/?ref_=tt_ov_rt","1|2|5|12|10|5|2|0|0|1",NA
"570","Pony Island","7.1","https://www.imdb.com/title/tt5572258/?ref_=adv_li_tt",2016,"
Adventure, Drama, Fantasy","https://www.imdb.com/title/tt5572258/ratings/?ref_=tt_ov_rt","7|17|29|32|17|6|3|2|0|3","Simon Jenkins
| Daniel Mullins
"
"571","Chaos Break","5","https://www.imdb.com/title/tt0291802/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0291802/ratings/?ref_=tt_ov_rt","0|0|0|3|2|1|1|0|1|1","Osamu Inoue
| Yosuke Tsuda
| Tomohito Yano
"
"572","Misao: Definitive Edition",NA,"https://www.imdb.com/title/tt14577864/?ref_=adv_li_tt",2017,"
Adventure, Thriller, Horror","https://www.imdb.com/title/tt14577864/ratings/?ref_=tt_ov_rt",NA,"Sen
"
"573","Witch's Heart",NA,"https://www.imdb.com/title/tt13561944/?ref_=adv_li_tt",2017,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt13561944/ratings/?ref_=tt_ov_rt",NA,NA
"574","The Evil Within: The Assignment","6.5","https://www.imdb.com/title/tt5544048/?ref_=adv_li_tt",2015,"
Action, Adventure, Horror","https://www.imdb.com/title/tt5544048/ratings/?ref_=tt_ov_rt","3|1|9|17|15|3|2|2|1|1",NA
"575","Impasto",NA,"https://www.imdb.com/title/tt20243766/?ref_=adv_li_tt",2022,"
Adventure, History, Horror","https://www.imdb.com/title/tt20243766/ratings/?ref_=tt_ov_rt",NA,"Alex Tomkow
"
"576","Castlevania: The Lecarde Chronicles 2",NA,"https://www.imdb.com/title/tt18972508/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt18972508/ratings/?ref_=tt_ov_rt",NA,"Jeffrey Montoya
| Mig Perez
"
"577","Scratches","7.4","https://www.imdb.com/title/tt0954349/?ref_=adv_li_tt",2006,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0954349/ratings/?ref_=tt_ov_rt","30|17|25|17|3|2|4|5|2|5","Agustín Cordes
"
"578","The Desolate Hope",NA,"https://www.imdb.com/title/tt18244630/?ref_=adv_li_tt",2012,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt18244630/ratings/?ref_=tt_ov_rt",NA,"Scott Cawthon
"
"579","John Saul's Blackstone Chronicles","8.3","https://www.imdb.com/title/tt0452635/?ref_=adv_li_tt",1998,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt0452635/ratings/?ref_=tt_ov_rt","2|3|4|1|2|1|1|0|0|0","Mike Sack
"
"580","Nevermind",NA,"https://www.imdb.com/title/tt5960762/?ref_=adv_li_tt",2015,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt5960762/ratings/?ref_=tt_ov_rt",NA,"Erin Reynolds
"
"581","Grim Dawn: Forgotten Gods","7.5","https://www.imdb.com/title/tt10086796/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt10086796/ratings/?ref_=tt_ov_rt","8|3|6|3|1|2|0|2|0|1",NA
"582","Diablo: Hellfire","7.3","https://www.imdb.com/title/tt13282938/?ref_=adv_li_tt",1997,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt13282938/ratings/?ref_=tt_ov_rt","3|3|6|3|0|2|1|1|0|1",NA
"583","Debris",NA,"https://www.imdb.com/title/tt13814452/?ref_=adv_li_tt",2017,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13814452/ratings/?ref_=tt_ov_rt",NA,"Dan Clark
"
"584","Night Slashers","7.5","https://www.imdb.com/title/tt9853740/?ref_=adv_li_tt",1993,"
Action, Adventure, Horror","https://www.imdb.com/title/tt9853740/ratings/?ref_=tt_ov_rt","1|1|9|4|4|0|0|0|1|0","Tohru Kikuchi
"
"585","AMBER: Journeys Beyond","8.1","https://www.imdb.com/title/tt0484818/?ref_=adv_li_tt",1996,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0484818/ratings/?ref_=tt_ov_rt","7|5|0|3|1|2|3|0|0|3",NA
"586","Dracula Densetsu","5.4","https://www.imdb.com/title/tt1981616/?ref_=adv_li_tt",1989,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1981616/ratings/?ref_=tt_ov_rt","10|3|5|13|18|11|12|7|10|2",NA
"587","Remothered: Double Pack",NA,"https://www.imdb.com/title/tt19857526/?ref_=adv_li_tt",2020,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt19857526/ratings/?ref_=tt_ov_rt",NA,"Chris Darril
"
"588","Shivers II: Harvest of Souls","8.6","https://www.imdb.com/title/tt0286963/?ref_=adv_li_tt",1997,"
Adventure, Horror, Music","https://www.imdb.com/title/tt0286963/ratings/?ref_=tt_ov_rt","16|7|7|6|1|1|0|0|0|4","Jim Hicks
"
"589","The Apocalypse","8.8","https://www.imdb.com/title/tt17632246/?ref_=adv_li_tt",2022,"
Adventure, Horror","https://www.imdb.com/title/tt17632246/ratings/?ref_=tt_ov_rt","1|3|0|1|0|0|0|0|0|0","Aaron Hutton
"
"590","Curse: The Eye of Isis","6.5","https://www.imdb.com/title/tt0401358/?ref_=adv_li_tt",2003,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt0401358/ratings/?ref_=tt_ov_rt","5|0|5|5|5|7|2|1|0|2",NA
"591","Doom Resurrection",NA,"https://www.imdb.com/title/tt14765758/?ref_=adv_li_tt",2009,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14765758/ratings/?ref_=tt_ov_rt",NA,NA
"592","Barrow Hill","6.4","https://www.imdb.com/title/tt1872778/?ref_=adv_li_tt",2006,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt1872778/ratings/?ref_=tt_ov_rt","1|0|1|5|3|3|1|0|0|0","Matt Clark
"
"593","Digital Devil Story: Megami Tensei","6.4","https://www.imdb.com/title/tt9602428/?ref_=adv_li_tt",1987,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt9602428/ratings/?ref_=tt_ov_rt","1|1|1|3|4|2|2|0|0|2","Kouji Okada
"
"594","Zombi","6.9","https://www.imdb.com/title/tt7570832/?ref_=adv_li_tt",1986,"
Action, Adventure, Horror","https://www.imdb.com/title/tt7570832/ratings/?ref_=tt_ov_rt","1|0|1|4|0|1|1|0|0|1",NA
"595","Campfire Legends: The Hookman",NA,"https://www.imdb.com/title/tt11017810/?ref_=adv_li_tt",2009,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt11017810/ratings/?ref_=tt_ov_rt",NA,NA
"596","Painkiller: Resurrection","3.7","https://www.imdb.com/title/tt11448612/?ref_=adv_li_tt",2009,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt11448612/ratings/?ref_=tt_ov_rt","0|0|1|0|2|3|2|0|0|4",NA
"597","Thief Gold","8.2","https://www.imdb.com/title/tt15407914/?ref_=adv_li_tt",1999,"
Action, Adventure, Crime","https://www.imdb.com/title/tt15407914/ratings/?ref_=tt_ov_rt","1|1|2|2|0|0|0|0|0|0","Steve Pearsall
"
"598","The Grim Adventures of Billy & Mandy: Freaky Freezeday",NA,"https://www.imdb.com/title/tt7409516/?ref_=adv_li_tt",2004,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt7409516/ratings/?ref_=tt_ov_rt",NA,NA
"599","Soul of Darkness",NA,"https://www.imdb.com/title/tt19377936/?ref_=adv_li_tt",2010,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt19377936/ratings/?ref_=tt_ov_rt",NA,NA
"600","Slain: Back from Hell",NA,"https://www.imdb.com/title/tt22640800/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt22640800/ratings/?ref_=tt_ov_rt",NA,NA
"601","Blair Witch Volume 2: The Legend of Coffin Rock","6.3","https://www.imdb.com/title/tt0479865/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0479865/ratings/?ref_=tt_ov_rt","13|2|9|10|14|7|10|3|3|7",NA
"602","Last Life",NA,"https://www.imdb.com/title/tt4708806/?ref_=adv_li_tt",2016,"
Adventure, Crime, Horror","https://www.imdb.com/title/tt4708806/ratings/?ref_=tt_ov_rt",NA,"Sam Farmer
"
"603","Stigmatized Property (Jiko bukken)","5.3","https://www.imdb.com/title/tt13048682/?ref_=adv_li_tt",2019,"
Adventure, Horror","https://www.imdb.com/title/tt13048682/ratings/?ref_=tt_ov_rt","2|0|0|0|2|0|0|1|0|2","Chilla's Art
"
"604","Hysteria Project",NA,"https://www.imdb.com/title/tt5439418/?ref_=adv_li_tt",2009,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt5439418/ratings/?ref_=tt_ov_rt",NA,"Guillaume Lebrasseur
"
"605","Devil Daggers","7.5","https://www.imdb.com/title/tt14637418/?ref_=adv_li_tt",2016,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14637418/ratings/?ref_=tt_ov_rt","2|0|4|1|1|0|0|1|0|0","Matt Bush
"
"606","Nightmare Frames",NA,"https://www.imdb.com/title/tt21074358/?ref_=adv_li_tt",2022,"
Adventure, Horror","https://www.imdb.com/title/tt21074358/ratings/?ref_=tt_ov_rt",NA,"José María Meléndez
"
"607","Lakeview Cabin Collection","7.3","https://www.imdb.com/title/tt7018926/?ref_=adv_li_tt",2015,"
Action, Adventure, Horror","https://www.imdb.com/title/tt7018926/ratings/?ref_=tt_ov_rt","0|3|3|2|1|0|0|1|0|0","Roope Tamminen
"
"608","The Witch's House","7.8","https://www.imdb.com/title/tt10587626/?ref_=adv_li_tt",2012,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt10587626/ratings/?ref_=tt_ov_rt","8|1|8|8|1|1|0|0|0|1","Fummy
"
"609","Undead Citadel",NA,"https://www.imdb.com/title/tt11349522/?ref_=adv_li_tt",2023,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt11349522/ratings/?ref_=tt_ov_rt",NA,"Pau Illán
| Daniel Solís
"
"610","NaissanceE","7.5","https://www.imdb.com/title/tt5511332/?ref_=adv_li_tt",2014,"
Adventure, Horror","https://www.imdb.com/title/tt5511332/ratings/?ref_=tt_ov_rt","4|3|1|1|2|0|0|0|1|1","Mavros Sedeño
"
