"","nome_jogo","nota_jogo","link_jogo","ano_jogo","genero_jogo","link_avaliacao","avaliacao_jogo","diretor_jogo"
"188","The Secret World","7.8","https://www.imdb.com/title/tt2309910/?ref_=adv_li_tt",2012,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2309910/ratings/?ref_=tt_ov_rt","56|18|31|11|7|3|3|1|2|12","Ragnar Tørnquist
"
"189","The 7th Guest","7.9","https://www.imdb.com/title/tt0162137/?ref_=adv_li_tt",1993,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt0162137/ratings/?ref_=tt_ov_rt","80|53|40|38|14|11|3|6|4|9","Joe McDermott
"
"190","The Lost World: Jurassic Park","7.1","https://www.imdb.com/title/tt0292073/?ref_=adv_li_tt",NA,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0292073/ratings/?ref_=tt_ov_rt","44|15|40|46|20|16|5|6|5|11","Marc Fusco
"
"191","Plants vs. Zombies 3","7.4","https://www.imdb.com/title/tt15866546/?ref_=adv_li_tt",2020,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt15866546/ratings/?ref_=tt_ov_rt","4|1|1|2|4|0|0|0|0|4",NA
"192","Devil May Cry 5: Special Edition","8.6","https://www.imdb.com/title/tt15340784/?ref_=adv_li_tt",2020,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15340784/ratings/?ref_=tt_ov_rt","34|16|12|1|1|2|0|0|0|4","Hideaki Itsuno
"
"193","Shadows of the Damned","7.7","https://www.imdb.com/title/tt2066061/?ref_=adv_li_tt",2011,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt2066061/ratings/?ref_=tt_ov_rt","65|65|125|84|40|12|8|6|3|13","Suda 51
"
"194","Toy Story","7.4","https://www.imdb.com/title/tt0178952/?ref_=adv_li_tt",1995,"
Action, Adventure, Family","https://www.imdb.com/title/tt0178952/ratings/?ref_=tt_ov_rt","140|78|165|170|66|31|18|9|9|16","Jon Burton
"
"195","Control: AWE","7.8","https://www.imdb.com/title/tt13200314/?ref_=adv_li_tt",2020,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13200314/ratings/?ref_=tt_ov_rt","30|40|57|33|13|3|2|2|2|3","Mikael Kasurinen
| Sam Lake
"
"196","Luigi's Mansion: Dark Moon","7.8","https://www.imdb.com/title/tt2084878/?ref_=adv_li_tt",2013,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2084878/ratings/?ref_=tt_ov_rt","394|104|150|123|46|24|9|4|8|27","Bryce Holliday
"
"197","Escape the Ayuwoki","7","https://www.imdb.com/title/tt10414810/?ref_=adv_li_tt",2019,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt10414810/ratings/?ref_=tt_ov_rt","8|1|1|4|2|0|2|0|1|2",NA
"198","Bioshock: The Collection","9.1","https://www.imdb.com/title/tt12445622/?ref_=adv_li_tt",2016,"
Action, Adventure, Horror","https://www.imdb.com/title/tt12445622/ratings/?ref_=tt_ov_rt","226|140|77|20|12|3|0|3|3|7","Ken Levine
"
"199","Shingeki no kyojin","7.2","https://www.imdb.com/title/tt4917422/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4917422/ratings/?ref_=tt_ov_rt","170|19|30|34|14|4|5|3|4|78","Tomoyuki Kitamura
| Hisashi Koinuma
"
"200","Eternal Darkness: Sanity's Requiem","8.9","https://www.imdb.com/title/tt0326862/?ref_=adv_li_tt",2002,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt0326862/ratings/?ref_=tt_ov_rt","400|197|87|49|19|13|4|5|2|24","Denis Dyack
"
"201","Akumajô Dorakyura","7.8","https://www.imdb.com/title/tt0185980/?ref_=adv_li_tt",NA,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0185980/ratings/?ref_=tt_ov_rt","217|197|444|245|113|42|13|12|5|14","Hitoshi Akamatsu
"
"202","S.T.A.L.K.E.R.: Clear Sky","7.7","https://www.imdb.com/title/tt1243616/?ref_=adv_li_tt",2008,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1243616/ratings/?ref_=tt_ov_rt","100|61|122|101|64|20|9|3|4|11",NA
"203","Wo Long: Fallen Dynasty",NA,"https://www.imdb.com/title/tt21053284/?ref_=adv_li_tt",2023,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt21053284/ratings/?ref_=tt_ov_rt",NA,"Fumihiko Yasuda
"
"204","Dark Mean City",NA,"https://www.imdb.com/title/tt13800396/?ref_=adv_li_tt",2023,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt13800396/ratings/?ref_=tt_ov_rt",NA,"Norberto Sander
"
"205","Ghost Rider","6.9","https://www.imdb.com/title/tt1038023/?ref_=adv_li_tt",2007,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1038023/ratings/?ref_=tt_ov_rt","67|23|48|58|24|18|10|6|11|13","Mark Simmons
"
"206","Thief: The Dark Project","8.8","https://www.imdb.com/title/tt0306139/?ref_=adv_li_tt",1998,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0306139/ratings/?ref_=tt_ov_rt","322|154|92|46|17|8|5|7|1|35","Daniel Thron
| Josh Randall
"
"207","The 11th Hour","7.5","https://www.imdb.com/title/tt0164310/?ref_=adv_li_tt",1995,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt0164310/ratings/?ref_=tt_ov_rt","19|14|18|25|12|3|1|0|2|9","David Wheeler
"
"208","Berserk and the Band of the Hawk","7.1","https://www.imdb.com/title/tt6464906/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6464906/ratings/?ref_=tt_ov_rt","12|4|6|14|9|7|3|0|1|0",NA
"209","Corpse Party","7.9","https://www.imdb.com/title/tt16763800/?ref_=adv_li_tt",2021,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt16763800/ratings/?ref_=tt_ov_rt","4|3|2|2|0|1|0|0|0|2","Makoto Kedouin
"
"210","Mario Kart DS","8","https://www.imdb.com/title/tt0496536/?ref_=adv_li_tt",2005,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0496536/ratings/?ref_=tt_ov_rt","409|326|630|373|104|43|15|10|11|178","Yasuyuki Oyagi
| Makoto Wada
"
"211","Happy's Humble Burger Farm","7.6","https://www.imdb.com/title/tt15047040/?ref_=adv_li_tt",2021,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt15047040/ratings/?ref_=tt_ov_rt","6|0|6|2|0|0|0|0|0|2",NA
"212","Kona","7","https://www.imdb.com/title/tt8723856/?ref_=adv_li_tt",2017,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt8723856/ratings/?ref_=tt_ov_rt","17|3|15|27|17|7|4|4|0|2","Ehab Elhawary
"
"213","Mortal Kombat XL","8.1","https://www.imdb.com/title/tt15671448/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15671448/ratings/?ref_=tt_ov_rt","22|27|40|15|6|2|1|1|2|4","Ed Boon
"
"214","The Binding of Isaac: Rebirth","8","https://www.imdb.com/title/tt4276210/?ref_=adv_li_tt",2014,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4276210/ratings/?ref_=tt_ov_rt","243|169|225|121|43|21|10|10|14|25","Edmund McMillen
"
"215","Killer7","8.3","https://www.imdb.com/title/tt0457397/?ref_=adv_li_tt",2005,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0457397/ratings/?ref_=tt_ov_rt","219|91|68|46|20|10|6|3|6|27","Suda 51
"
"216","ZombiU","6.3","https://www.imdb.com/title/tt2132358/?ref_=adv_li_tt",2012,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2132358/ratings/?ref_=tt_ov_rt","23|16|38|58|45|26|19|10|6|12",NA
"217","DmC: Devil May Cry - Definitive Edition","7.7","https://www.imdb.com/title/tt15447706/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15447706/ratings/?ref_=tt_ov_rt","12|4|12|10|3|3|1|0|1|2","Tameem Antoniades
"
"218","Onimusha","8.2","https://www.imdb.com/title/tt0277934/?ref_=adv_li_tt",2001,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0277934/ratings/?ref_=tt_ov_rt","157|159|175|69|37|9|3|2|2|15","Jun Takeuchi
"
"219","Attack on Titan 2","8.3","https://www.imdb.com/title/tt8456166/?ref_=adv_li_tt",2018,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt8456166/ratings/?ref_=tt_ov_rt","320|40|40|26|10|2|2|2|5|70","Hideo Suzuki
"
"220","Soul Reaver 2","8.3","https://www.imdb.com/title/tt0247477/?ref_=adv_li_tt",2001,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0247477/ratings/?ref_=tt_ov_rt","250|125|145|72|27|14|3|6|2|18","Amy Hennig
"
"221","Bloodstained: Ritual of the Night","8","https://www.imdb.com/title/tt5633628/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt5633628/ratings/?ref_=tt_ov_rt","60|67|79|45|14|9|2|4|2|5","Shutaro Iida
| Masato Okudaira
| Matt Bozon
| Tomm Hulett
| James D. Mortellaro
"
"222","Bloodborne PSX","8.2","https://www.imdb.com/title/tt17718770/?ref_=adv_li_tt",2022,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt17718770/ratings/?ref_=tt_ov_rt","10|4|4|2|1|0|0|0|0|2","Lilith Walther
"
"223","Castlevania: Lords of Shadow - Mirror of Fate","7.3","https://www.imdb.com/title/tt2423150/?ref_=adv_li_tt",2013,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2423150/ratings/?ref_=tt_ov_rt","67|39|97|55|32|9|3|4|7|9","José Luis Márquez
"
"224","Metro Redux","8.3","https://www.imdb.com/title/tt13412376/?ref_=adv_li_tt",2014,"
Action, Adventure, Horror","https://www.imdb.com/title/tt13412376/ratings/?ref_=tt_ov_rt","59|61|81|33|6|7|1|2|1|3","Andrew Prokhorov
"
"225","Hellraiser","7.6","https://www.imdb.com/title/tt2354075/?ref_=adv_li_tt",1991,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2354075/ratings/?ref_=tt_ov_rt","9|5|10|9|6|1|1|0|0|4","Dan Lawton
"
"226","Drag-On Dragoon","7.1","https://www.imdb.com/title/tt0402976/?ref_=adv_li_tt",2003,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0402976/ratings/?ref_=tt_ov_rt","32|16|26|28|17|8|5|3|1|13","Yoko Taro
"
"227","Mortal Kombat: Deadly Alliance","7.3","https://www.imdb.com/title/tt0214963/?ref_=adv_li_tt",NA,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0214963/ratings/?ref_=tt_ov_rt","195|101|329|299|138|53|25|11|9|32",NA
"228","Sanitarium","8.8","https://www.imdb.com/title/tt0400796/?ref_=adv_li_tt",1998,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0400796/ratings/?ref_=tt_ov_rt","213|99|61|35|15|7|0|4|6|18","Martin Stoltz
"
"229","F.3.A.R.","6.8","https://www.imdb.com/title/tt2022397/?ref_=adv_li_tt",2011,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2022397/ratings/?ref_=tt_ov_rt","98|54|200|388|214|131|41|32|14|28","Heinz Schuller
"
"230","Biohazard: The Darkside Chronicles","7.1","https://www.imdb.com/title/tt1538367/?ref_=adv_li_tt",2009,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1538367/ratings/?ref_=tt_ov_rt","115|48|104|89|61|25|11|7|6|29","Hidé Gondoh
| Hiroaki Kotake
| Yasuhiro Seto
| Tomohiro Kurokawa
| Liam O'Brien
| Stephanie Sheh
| Shinji Takehara
"
"231","S.T.A.L.K.E.R.: Call of Pripyat","8.5","https://www.imdb.com/title/tt1655435/?ref_=adv_li_tt",2009,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1655435/ratings/?ref_=tt_ov_rt","163|117|130|57|27|10|5|2|2|11","Ilya Tolmachev
"
"232","Call of Duty: World at War - Final Fronts","6.4","https://www.imdb.com/title/tt6382986/?ref_=adv_li_tt",2008,"
Action, Adventure, Horror","https://www.imdb.com/title/tt6382986/ratings/?ref_=tt_ov_rt","20|6|18|30|23|6|3|2|3|7",NA
"233","Call of Cthulhu: Dark Corners of the Earth","8.4","https://www.imdb.com/title/tt0432262/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0432262/ratings/?ref_=tt_ov_rt","328|178|146|69|35|18|7|7|6|38",NA
"234","Shin Megami Tensei III: Nocturne HD Remaster","7.4","https://www.imdb.com/title/tt12842900/?ref_=adv_li_tt",2020,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12842900/ratings/?ref_=tt_ov_rt","6|13|8|4|4|3|0|1|1|24","Katsura Hashino
| Kazuyuki Yamai
"
"235","Akumajô Dracula","8.3","https://www.imdb.com/title/tt1467376/?ref_=adv_li_tt",1991,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1467376/ratings/?ref_=tt_ov_rt","146|155|179|83|31|15|4|2|3|13","Jun Furano
"
"236","D no shokutaku 2","8.2","https://www.imdb.com/title/tt0417563/?ref_=adv_li_tt",1999,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0417563/ratings/?ref_=tt_ov_rt","21|8|5|6|5|2|1|2|1|13","Kenji Eno
| Lani Minella
"
"237","I Am Alive","6.8","https://www.imdb.com/title/tt1984178/?ref_=adv_li_tt",2012,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt1984178/ratings/?ref_=tt_ov_rt","47|36|64|118|84|26|17|9|8|14","Stanislas Mettra
"
"238","The Walking Dead: Survivors",NA,"https://www.imdb.com/title/tt14302474/?ref_=adv_li_tt",2021,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14302474/ratings/?ref_=tt_ov_rt",NA,NA
"239","ObsCure","7.9","https://www.imdb.com/title/tt0461296/?ref_=adv_li_tt",2004,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0461296/ratings/?ref_=tt_ov_rt","104|53|93|68|30|4|4|6|2|11",NA
"240","The Town of Light","6.5","https://www.imdb.com/title/tt7322054/?ref_=adv_li_tt",2016,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt7322054/ratings/?ref_=tt_ov_rt","30|5|17|27|21|11|8|2|1|3","Luca Dalcò
"
"241","Corpse Killer","5.7","https://www.imdb.com/title/tt0182931/?ref_=adv_li_tt",1994,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0182931/ratings/?ref_=tt_ov_rt","10|1|11|13|10|11|8|10|8|9","John Lafia
"
"242","Kyokugen dasshutsu: 9-jikan 9-nin 9 no tobira","8.6","https://www.imdb.com/title/tt2275783/?ref_=adv_li_tt",2009,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt2275783/ratings/?ref_=tt_ov_rt","89|76|62|29|9|4|3|1|2|10",NA
"243","Yume Nikki","7.9","https://www.imdb.com/title/tt2433672/?ref_=adv_li_tt",2004,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt2433672/ratings/?ref_=tt_ov_rt","51|28|17|17|8|5|2|4|2|4","Kikiyama
"
"244","The Binding of Isaac: Repentance","8.3","https://www.imdb.com/title/tt14564366/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt14564366/ratings/?ref_=tt_ov_rt","50|30|12|11|2|0|0|0|1|4","Edmund McMillen
"
"245","Overkill's The Walking Dead","4.3","https://www.imdb.com/title/tt9327872/?ref_=adv_li_tt",2018,"
Action, Adventure, Horror","https://www.imdb.com/title/tt9327872/ratings/?ref_=tt_ov_rt","7|3|1|1|2|9|7|5|3|19",NA
"246","Primal","7.5","https://www.imdb.com/title/tt0362047/?ref_=adv_li_tt",2003,"
Action, Adventure, Drama","https://www.imdb.com/title/tt0362047/ratings/?ref_=tt_ov_rt","67|38|44|28|11|8|4|3|5|10",NA
"247","Accounting+","7.6","https://www.imdb.com/title/tt7772228/?ref_=adv_li_tt",2017,"
Adventure, Comedy, Horror","https://www.imdb.com/title/tt7772228/ratings/?ref_=tt_ov_rt","14|4|12|11|3|1|1|0|0|4","William Pugh
"
"248","BioShock 2: Minerva's Den","8.4","https://www.imdb.com/title/tt2106546/?ref_=adv_li_tt",2010,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2106546/ratings/?ref_=tt_ov_rt","253|257|300|135|34|12|7|2|4|14","Steve Gaynor
| Michael Csurics
"
"249","Baiohazâdo: Anburera kuronikuruzu","7.2","https://www.imdb.com/title/tt1087900/?ref_=adv_li_tt",2007,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1087900/ratings/?ref_=tt_ov_rt","141|53|128|112|43|39|15|3|6|27","Hidé Gondoh
| Hiroaki Kotake
| Yasuhiro Seto
"
"250","Evolve","5.6","https://www.imdb.com/title/tt3801056/?ref_=adv_li_tt",2015,"
Action, Adventure, Horror","https://www.imdb.com/title/tt3801056/ratings/?ref_=tt_ov_rt","58|23|46|45|67|58|35|25|18|34","Daniel D. Gregoire
"
"251","Diablo II: Lord of Destruction","9","https://www.imdb.com/title/tt0290178/?ref_=adv_li_tt",2001,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0290178/ratings/?ref_=tt_ov_rt","1,243|754|348|144|44|16|12|8|9|88",NA
"252","Echo","7","https://www.imdb.com/title/tt8149340/?ref_=adv_li_tt",2017,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt8149340/ratings/?ref_=tt_ov_rt","12|3|5|6|5|3|1|1|1|6","Martin Emborg
"
"253","Plants vs. Zombies Garden Warfare","6.8","https://www.imdb.com/title/tt9033680/?ref_=adv_li_tt",2014,"
Action, Adventure, Family","https://www.imdb.com/title/tt9033680/ratings/?ref_=tt_ov_rt","60|30|53|91|58|12|12|7|2|8",NA
"254","House of the Dead: Scarlet Dawn","6.9","https://www.imdb.com/title/tt9004944/?ref_=adv_li_tt",2018,"
Action, Adventure, Horror","https://www.imdb.com/title/tt9004944/ratings/?ref_=tt_ov_rt","1|3|2|5|4|2|2|1|0|1","Craig McCracken
| Takashi Oda
| Kazunori Yamauchi
"
"255","Paranormal HK",NA,"https://www.imdb.com/title/tt21201070/?ref_=adv_li_tt",2020,"
Adventure, Horror","https://www.imdb.com/title/tt21201070/ratings/?ref_=tt_ov_rt",NA,NA
"256","Darkest Dungeon","7.8","https://www.imdb.com/title/tt5528414/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt5528414/ratings/?ref_=tt_ov_rt","55|73|88|56|22|12|2|2|3|7","Chris Bourassa
"
"257","Thief II: The Metal Age","8.8","https://www.imdb.com/title/tt0244841/?ref_=adv_li_tt",2000,"
Action, Adventure, Crime","https://www.imdb.com/title/tt0244841/ratings/?ref_=tt_ov_rt","235|114|63|38|9|12|2|4|2|26",NA
"258","Sonic Dreams Collection","7.9","https://www.imdb.com/title/tt14583918/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt14583918/ratings/?ref_=tt_ov_rt","5|0|0|2|1|0|0|0|0|3","Benjamin Esposito
| Arjun Prakash
"
"259","Dusk","8.2","https://www.imdb.com/title/tt11847574/?ref_=adv_li_tt",2018,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt11847574/ratings/?ref_=tt_ov_rt","25|23|30|6|6|1|1|2|0|2","Dave Oshry
| David Szymanski
"
"260","Dark Souls: Artorias of the Abyss","9.1","https://www.imdb.com/title/tt12708694/?ref_=adv_li_tt",2012,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12708694/ratings/?ref_=tt_ov_rt","195|118|42|10|5|1|5|2|3|12","Hidetaka Miyazaki
"
"261","Rain World","8.8","https://www.imdb.com/title/tt13743956/?ref_=adv_li_tt",2017,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt13743956/ratings/?ref_=tt_ov_rt","8|5|0|3|2|0|0|0|0|1",NA
"262","Dino Crisis 3","5.8","https://www.imdb.com/title/tt0305434/?ref_=adv_li_tt",2003,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0305434/ratings/?ref_=tt_ov_rt","32|3|6|30|33|15|17|7|3|20","Hiroyuki Maruhama
| Tetsuro Oyama
"
"263","The Walking Dead: No Man's Land","7.4","https://www.imdb.com/title/tt5103670/?ref_=adv_li_tt",2015,"
Action, Adventure, Horror","https://www.imdb.com/title/tt5103670/ratings/?ref_=tt_ov_rt","59|14|22|10|6|3|2|5|1|12",NA
"264","Clock Tower 3","7.1","https://www.imdb.com/title/tt0363521/?ref_=adv_li_tt",2002,"
Adventure, Drama, Fantasy","https://www.imdb.com/title/tt0363521/ratings/?ref_=tt_ov_rt","62|23|60|45|24|18|5|3|6|12","Kinji Fukasaku
"
"265","Are You Afraid of the Dark?: The Tale of Orpheo's Curse","8.4","https://www.imdb.com/title/tt1339414/?ref_=adv_li_tt",1994,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt1339414/ratings/?ref_=tt_ov_rt","24|10|9|4|4|0|0|0|1|6","Stephen Gass
"
"266","Nun Massacre","7.6","https://www.imdb.com/title/tt13640132/?ref_=adv_li_tt",2018,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt13640132/ratings/?ref_=tt_ov_rt","12|3|3|3|0|2|0|0|1|2","Benedetto Cocuzza
"
"267","Kyassuruvania","7.1","https://www.imdb.com/title/tt0387915/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0387915/ratings/?ref_=tt_ov_rt","39|17|39|69|28|11|7|3|2|10",NA
"268","Ghostbusters","2.9","https://www.imdb.com/title/tt5742624/?ref_=adv_li_tt",2016,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt5742624/ratings/?ref_=tt_ov_rt","14|2|0|3|7|6|14|8|15|63","Chris Tremmel
"
"269","Lust for Darkness","5.7","https://www.imdb.com/title/tt12001024/?ref_=adv_li_tt",2018,"
Adventure, Horror","https://www.imdb.com/title/tt12001024/ratings/?ref_=tt_ov_rt","1|0|3|7|10|9|2|1|0|5","Michal Ciaston
"
"270","BloodRayne: Betrayal","6.2","https://www.imdb.com/title/tt2078554/?ref_=adv_li_tt",2011,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt2078554/ratings/?ref_=tt_ov_rt","4|1|6|11|18|7|3|5|0|2","Sean Velasco
| Matt Bozon
"
"271","Borderlands 3 - Guns, Love, and Tentacles: The Marriage of Wainwright & Hammerlock","7.1","https://www.imdb.com/title/tt12098634/?ref_=adv_li_tt",2020,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt12098634/ratings/?ref_=tt_ov_rt","16|9|15|15|9|3|4|3|2|7",NA
"272","Discworld Noir","8.6","https://www.imdb.com/title/tt0208097/?ref_=adv_li_tt",1999,"
Adventure, Comedy, Crime","https://www.imdb.com/title/tt0208097/ratings/?ref_=tt_ov_rt","94|67|58|10|8|7|2|1|3|12","Gregg Barnett
"
"273","Metal Gear Survive","1.8","https://www.imdb.com/title/tt6914772/?ref_=adv_li_tt",2018,"
Action, Adventure, Horror","https://www.imdb.com/title/tt6914772/ratings/?ref_=tt_ov_rt","17|5|9|10|7|8|12|15|33|228","Youta Tsutsumizaki
| Masaya Kobayashi
| Ryo Nagatsuka
| Tsuyoshi Osada
"
"274","Slender: The Arrival","6.6","https://www.imdb.com/title/tt4679006/?ref_=adv_li_tt",2013,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt4679006/ratings/?ref_=tt_ov_rt","56|20|84|116|74|35|19|11|13|19","Mark J. Hadley
"
"275","Gabriel Knight 3: Blood of the Sacred, Blood of the Damned","8.6","https://www.imdb.com/title/tt0138458/?ref_=adv_li_tt",1999,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0138458/ratings/?ref_=tt_ov_rt","236|136|70|44|12|5|5|7|6|19",NA
"276","Death's Gambit","6.9","https://www.imdb.com/title/tt8913342/?ref_=adv_li_tt",2018,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt8913342/ratings/?ref_=tt_ov_rt","3|5|11|9|8|5|2|0|0|3",NA
"277","MediEvil","7.5","https://www.imdb.com/title/tt11169706/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt11169706/ratings/?ref_=tt_ov_rt","43|29|59|53|24|14|1|1|3|4",NA
"278","Gloomwood",NA,"https://www.imdb.com/title/tt22490644/?ref_=adv_li_tt",2022,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt22490644/ratings/?ref_=tt_ov_rt",NA,NA
"279","Corpse Killer: 25th Anniversary Edition",NA,"https://www.imdb.com/title/tt21941120/?ref_=adv_li_tt",2019,"
Action, Adventure, Horror","https://www.imdb.com/title/tt21941120/ratings/?ref_=tt_ov_rt",NA,"John Lafia
"
"280","Remothered: Tormented Fathers","6.9","https://www.imdb.com/title/tt3916182/?ref_=adv_li_tt",2018,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt3916182/ratings/?ref_=tt_ov_rt","60|16|44|39|19|9|2|4|6|15","Chris Darril
"
"281","Shin megami tensei III: Nocturne","8.6","https://www.imdb.com/title/tt1132487/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1132487/ratings/?ref_=tt_ov_rt","67|36|25|20|2|2|2|5|1|36","Katsura Hashino
| Kazuyuki Yamai
"
"282","Cold Fear","7.1","https://www.imdb.com/title/tt0462670/?ref_=adv_li_tt",2005,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0462670/ratings/?ref_=tt_ov_rt","52|34|71|96|57|15|12|4|6|10","Antoine Villette
"
"283","BloodRayne 2","7","https://www.imdb.com/title/tt0420526/?ref_=adv_li_tt",2004,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0420526/ratings/?ref_=tt_ov_rt","127|45|77|104|49|29|15|17|12|21","Joseph Sutton
"
"284","Grim Dawn","7.8","https://www.imdb.com/title/tt6015636/?ref_=adv_li_tt",2016,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6015636/ratings/?ref_=tt_ov_rt","47|26|44|23|13|4|1|3|1|2",NA
"285","Constantine","7.3","https://www.imdb.com/title/tt0462672/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0462672/ratings/?ref_=tt_ov_rt","66|38|81|79|28|23|13|7|2|12","Dylan Beale
"
"286","The Mummy","7","https://www.imdb.com/title/tt0266777/?ref_=adv_li_tt",2000,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0266777/ratings/?ref_=tt_ov_rt","34|11|27|35|11|10|6|5|2|17","Lani Minella
"
"287","Nightmare Ned","7.1","https://www.imdb.com/title/tt6437018/?ref_=adv_li_tt",1997,"
Animation, Adventure, Comedy","https://www.imdb.com/title/tt6437018/ratings/?ref_=tt_ov_rt","7|2|1|3|1|2|2|1|0|1","Walt Dohrn
"
"288","Monster House","6.3","https://www.imdb.com/title/tt0833979/?ref_=adv_li_tt",2006,"
Animation, Action, Adventure","https://www.imdb.com/title/tt0833979/ratings/?ref_=tt_ov_rt","39|15|28|24|27|14|7|11|8|12",NA
"289","My Friendly Neighborhood",NA,"https://www.imdb.com/title/tt18340208/?ref_=adv_li_tt",NA,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt18340208/ratings/?ref_=tt_ov_rt",NA,"Brendan Blaber
"
"290","Wallace & Gromit's Grand Adventures: Fright of the Bumblebees","8","https://www.imdb.com/title/tt1379209/?ref_=adv_li_tt",2009,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt1379209/ratings/?ref_=tt_ov_rt","10|11|16|10|3|0|1|2|0|5","Andy Hartzell
"
